,localizacao,tamanho_quartos,valor
1168, ataliba nogueira 33 - Vila Nova York - São Paulo Zona Leste - São Paulo , 70 m² construídos | 2 quartos ,319.000
1169, Praia Grande - São Paulo , 142 m² construídos | 2 quartos ,380.000
1170, Praia Grande - São Paulo , 47 m² construídos | 2 quartos ,195.000
1171, Jardim Bela Vista - Rio das Ostras - Rio de Janeiro , 108 m² construídos | 3 quartos ,500.000
1172, Rua Marginal 3815 - Balneario Josedy - Peruíbe - São Paulo , 80 m² construídos | 1 quarto ,150.000
1173, rua marginal dois 0 - Nossa Senhora Do Sion - Itanhaém - São Paulo , 90 m² construídos | 2 quartos ,129.000
1174, Vila Alpina - São Paulo Zona Leste - São Paulo , 35 m² construídos | 1 quarto ,225.000
1175, Loteamento Residencial Santa Gertrudes - Valinhos - São Paulo , 270 m² construídos | 3 quartos ,750.000
1176, Solemar - Praia Grande - São Paulo , 82 m² construídos | 2 quartos ,240.000
1177, Buracão - Vinhedo - São Paulo , 420 m² construídos | 5 quartos ,2.100.000
1178, Mongaguá - São Paulo , 70 m² construídos | 2 quartos ,190.000
1179," Rua Lorena, 1 - Vinhedo - São Paulo ", 204 m² construídos | 3 quartos ,750.000
1180, Alameda Cely Carneiro 21 - Arraial d'Ajuda - Porto Seguro - Bahia , 180 m² construídos | 3 quartos ,590
1181," Avenida São Paulo, 110000 - Balneario Flórida Mirim - Mongaguá - São Paulo ", 310 m² construídos | 3 quartos ,265.000
1182, Ninho Verde II 196 - Centro - Pardinho - São Paulo , 450 m² totais ,32.000
1183, Estrada Francisco Pagoto - Louveira - São Paulo , 350 m² construídos | 3 quartos ,1.590.000
1184, Alameda Terras Altas - Tamboré - Santana de Parnaíba - São Paulo , 500 m² construídos | 4 quartos ,4.028.000
1185, Rua Jornalista Carlos Vilhena - Piratininga - Niterói - Rio de Janeiro , 498 m² construídos | 4 quartos ,1.800.000
1186, Parque Continental II - Guarulhos - São Paulo , 350 m² construídos | 3 quartos ,530.000
1187, Jardim Adriana - Guarulhos - São Paulo , 81 m² construídos | 2 quartos ,320.000
1188, Jardim Limoeiro - São José dos Campos - São Paulo , 157 m² construídos | 3 quartos ,265.000
1189, (Consulte a imobiliária) - Centro - Londrina - Paraná , 165 m² construídos | 3 quartos ,1.180.126.249
1190, Ingleses do Rio Vermelho - Florianópolis - Santa Catarina , 160 m² construídos | 3 quartos ,580.000
1191, Avenida Monteiro Lobato 12490 - Florida Mirim - Mongaguá - São Paulo , 50 m² construídos | 2 quartos ,155.000
1192, rua Paulina piloto 130 - Perequê Mirim - Ubatuba - São Paulo , 140 m² construídos | 2 quartos ,500
1193, Búzios - Rio de Janeiro , 355 m² construídos | 3 quartos ,3.200.000
1194, Avenida Paisagem - Santana de Parnaíba - São Paulo , 370 m² construídos | 3 quartos ,2.400.000
1195, Rua Lucia Santa Arcangelo Romano - São Paulo II - Cotia - São Paulo , 796 m² construídos | 4 quartos ,5.000.000
1196, Avenida Corporação Musical União dos Artistas - Condomínio Terras De São José - Itu - São Paulo , 620 m² construídos | 4 quartos ,4.500.000
1197, RUA DOS MURICIS - Jardim Portal Dos Ipes - Indaiatuba - São Paulo , 361 m² totais | 3 quartos ,895.000
1198," RUA ROMEU DO NASCIMENTO, 100 - Jardim Portal Da Colina - Sorocaba - São Paulo ", 307 m² construídos | 4 quartos ,8.000
1199, Rua Mirindiba - Loteamento Alphaville Campinas - Campinas - São Paulo , 360 m² construídos | 4 quartos ,1.855.000
1200, Código 5676G 00 - Bopiranga - Itanhaém - São Paulo , 40 m² construídos | 1 quarto ,115.000
1201, Rua das Adálias - Jardim das Flores - Cotia - São Paulo , 240 m² construídos | 3 quartos ,800.000
1202, RUA 615 - Itapema - Santa Catarina , 69 m² construídos | 2 quartos ,460.000
1203, Rua Humberto de Campos - Embaré - Santos - São Paulo , 190 m² construídos | 4 quartos ,1.250.000
1204, Avenida Antonio Pincinato - Jundiaí - São Paulo , 160 m² construídos | 4 quartos ,860.000
1205, Caieiras - São Paulo , 72 m² construídos | 2 quartos ,226.000
1206, Belo Horizonte - Minas Gerais , 259 m² construídos | 3 quartos ,3.300.000
1207, Vila Carmosina - São Paulo Zona Leste - São Paulo , 75 m² construídos | 2 quartos ,340.000
1208, Alameda Terras Altas - Tamboré - Santana de Parnaíba - São Paulo , 580 m² construídos | 4 quartos ,3.300.000
1209, Rua Flávio Iazzetti - Parque dos Príncipes - São Paulo Zona Oeste - São Paulo , 460 m² construídos | 3 quartos ,1.920.000
1210, Vila Alpina - São Paulo Zona Leste - São Paulo , 76 m² construídos | 2 quartos ,330.000
1211, Avenida Antônio Frederico Ozanan - Jardim Shangai - Jundiaí - São Paulo , 90 m² construídos | 3 quartos ,530.000
1212," Casa 2 qtos, 3 gar, bom quintal, prox praia $ 230000 - Jardim Imperador - Praia Grande - São Paulo ", 85 m² construídos | 2 quartos ,230.000
1213, Vila Dalila - Vila Dalila - São Paulo Zona Leste - São Paulo , 90 m² construídos | 3 quartos ,390.000
1214, Vila Invernada - São Paulo Zona Leste - São Paulo , 150 m² construídos | 3 quartos ,700.000
1215, Avenida Yojiro Takaoka - Alphaville - Santana de Parnaíba - São Paulo , 900 m² construídos | 4 quartos ,8.800.000
1216, Rua Jose Albino 180 - Parque São Domingos - São Paulo Zona Oeste - São Paulo , 180 m² construídos | 3 quartos ,790.000
1217, rua lino ferri 230 - Parque Alvorada - Suzano - São Paulo , 134 m² construídos | 4 quartos ,350.000
1218, Rua Antonio da cunha leite 2140 - Atibaia Vista Da Montanha - Atibaia - São Paulo , 337 m² construídos | 4 quartos ,600.000
1219, Boituva - São Paulo , 600 m² construídos | 3 quartos ,1.350.000
1220, Itanhaém - São Paulo , 79 m² construídos | 3 quartos ,240.000
1221, R PRESIDENTE KENNEDY 599 SOBRE LOJA - Centro - Cascavel - Paraná , 280 m² construídos ,1.221.778.647
1222," Agenor de Campos, 1 - Agenor De Campos - Mongaguá - São Paulo ", 56 m² construídos | 1 quarto ,119.000
1223, Itanhaém - São Paulo , 470 m² construídos | 6 quartos ,1.400.000
1224, Hortolândia - São Paulo , 205 m² construídos | 3 quartos ,880.000
1225, Parque da Vila Prudente - São Paulo Zona Leste - São Paulo , 200 m² construídos ,5.000
1226, Rua Gerâneos - Vargem Grande Paulista - São Paulo , 370 m² construídos | 4 quartos ,900.000
1227, Jardim Utinga - Santo André - São Paulo , 66 m² construídos | 3 quartos ,340.000
1228, Itanhaém - São Paulo , 79 m² construídos | 3 quartos ,240.000
1229, Rua Dos Servidores Publicos - Vinhedo - São Paulo , 585 m² construídos | 4 quartos ,4.100.000
1230, RUA DAS ANDIROBAS - Jardim Portal Dos Ipes - Indaiatuba - São Paulo , 294 m² totais | 4 quartos ,1.340.000
1231, Vinhedo - São Paulo , 170 m² construídos | 3 quartos ,800.000
1232, Rua do Comércio 25 - Areia Vermelha - Ibiúna - São Paulo , 250 ha construídos | 3 quartos ,350.000
1233, Jardim Residencial Roseira - Limeira - São Paulo , 105 m² construídos | 2 quartos ,235.000
1234," Rua Caramuru, 520 - Eusébio - Ceará ", 121 m² construídos | 3 quartos ,320.000
1235, Aviação - Praia Grande - São Paulo , 65 m² construídos | 2 quartos ,280.000
1236, Rua Paratinga - Chácara Canta Galo - Cotia - São Paulo , 105 m² construídos | 3 quartos ,650.000
1237, Rua Júpter 04 - Araçoiaba da Serra - São Paulo , 266 m² construídos | 7 quartos ,530.000
1238, Residencial Real Parque Sumaré - Sumaré - São Paulo , 138 m² construídos | 3 quartos ,585.000
1239, Avenida das Palmeiras - Arujazinho IV - Arujá - São Paulo , 410 m² construídos | 3 quartos ,2.500.000
1240, petunias 361 - Narita Garden - Vargem Grande Paulista - São Paulo , 108 m² construídos | 3 quartos ,398.000
1241, Estrada da Aguá Grande* - Vista Alegre - Rio de Janeiro Zona Norte - Rio de Janeiro , 289 m² construídos | 3 quartos ,1.000.000
1242, Vila Voturua - São Vicente - São Paulo , 70 m² construídos | 2 quartos ,239.000
1243, Condomínio Residencial Suzano 0000 - Jardim Residencial Suzano - Suzano - São Paulo , 500 m² construídos | 4 quartos ,3.660.000
1244, Vila Rosália - Guarulhos - São Paulo , 221 m² construídos | 3 quartos ,770.000
1245, Tucuruvi - São Paulo Zona Norte - São Paulo , 126 m² construídos | 2 quartos ,490.000
1246, Rua do Manifesto 1797 - Ipiranga - São Paulo Zona Sul - São Paulo , 40 m² construídos | 1 quarto ,900
1247, Avenida Porto de Tubarão - Mariléa Chácara - Rio das Ostras - Rio de Janeiro , 58 m² construídos | 2 quartos ,190.000
1248, Rua Venezuela - Recanto Impla - Carapicuíba - São Paulo , 354 m² construídos | 3 quartos ,1.320.000
1249, Loteamento Residencial Terra Nova - Itatiba - São Paulo , 120 m² construídos | 2 quartos ,280.000
1250, Nova Higienópolis - Jandira - São Paulo , 337 m² construídos | 4 quartos ,1.487.000
1251, Recreio - Rio das Ostras - Rio de Janeiro , 163 m² construídos | 4 quartos ,600.000
1252, Ubatuba - São Paulo , 160 m² construídos | 2 quartos ,600.000
1253, Alameda Mamoré - Barueri - São Paulo , 361 m² construídos | 3 quartos ,2.335.000
1254, Rua 3 conjunto 3 casa 20 20 - Vicente Pires - Distrito Federal , 65 m² construídos | 2 quartos ,118
1255, Rua João Turriano - Vila do Encontro - São Paulo Zona Sul - São Paulo , 180 m² construídos | 3 quartos ,669.000
1256, Alameda Terras Altas - Tamboré - Santana de Parnaíba - São Paulo , 670 m² construídos | 4 quartos ,4.000.000
1257, Santana de Parnaíba - São Paulo , 217 m² construídos | 4 quartos ,650.000
1258, Alameda Clara Nunes - São José dos Campos - São Paulo , 400 m² construídos | 4 quartos ,1.600.000
1259, Escritório Imobiliário Roberto Lorenzato 115 - Bougainvillee IV - Peruíbe - São Paulo , 216 m² construídos | 4 quartos ,1.200.000
1260, Caraguatatuba - São Paulo , 150 m² construídos | 4 quartos ,580.000
1261, Rua Dr.Adhemar de Barros - Jardim Jurema - Valinhos - São Paulo , 235 m² construídos | 3 quartos ,899.000
1262," RUA SIQUEIRA CAMPOS, 271 - Centro - Birigüi - São Paulo ", 250 m² totais ,105.000
1263," Casa 2 qtos,suite, próx praia e comércios $ 235000 - Vila Caicara - Praia Grande - São Paulo ", 100 m² construídos | 2 quartos ,235.000
1264, Terras Do Madeira - Carapicuíba - São Paulo , 228 m² construídos | 3 quartos ,670.000
1265, Rua Mato Grosso - Vila Boa Vista - Barueri - São Paulo , 160 m² totais | 2 quartos ,570.000
1266," 2 qtos/suite, sala 2 ambs, coz. ampla, próx praia R$ 300000 - Vila Caicara - Praia Grande - São Paulo ", 90 m² construídos | 2 quartos ,300.000
1267, Avenida Yojiro Takaoka - Alphaville - Santana de Parnaíba - São Paulo , 1100 m² construídos | 5 quartos ,6.900.000
1268, Centro - São Bernardo do Campo - São Paulo , 143 m² construídos | 4 quartos ,399.000
1269, Rua Lessing - Chácara Belenzinho - São Paulo Zona Leste - São Paulo , 90 m² construídos | 3 quartos ,400.000
1270, Cibratel II - Itanhaém/SP - Itanhaém - São Paulo , 52 m² construídos | 2 quartos ,179.000
1271," Estrada Fazenda da Boiada, 1150 - Louveira - São Paulo ", 107 m² construídos | 3 quartos ,460.000
1272, Rua João Marcelino de Souza Gonzaga - Parque Boturussu - São Paulo Zona Leste - São Paulo , 60 m² construídos | 2 quartos ,225.000
1273, R ITALIA 108 CASA 1 - Cascavel Velho - Cascavel - Paraná , 47 m² construídos | 2 quartos ,1.379.870.072
1274, Avenida St Remy de Provence - Tamboré - Santana de Parnaíba - São Paulo , 650 m² construídos | 4 quartos ,3.500.000
1275, R. Santo Antônio - Itupeva - São Paulo , 97 m² construídos | 3 quartos ,450.000
1276, Itanhaém - São Paulo , 70 m² construídos | 2 quartos ,238.900
1277, 08900000 00 - Nogueira - Guararema - São Paulo , 74 m² construídos | 02 quartos ,285.000
1278, Tatuapé - São Paulo Zona Leste - São Paulo , 300 m² construídos | 4 quartos ,3.199.000
1279, Rua Vítor Costa - Jardim Paraventi - Guarulhos - São Paulo , 125 m² construídos | 2 quartos ,310.000
1280, Rua Paiquere - Jardim Paiquerê - Valinhos - São Paulo , 430 m² construídos | 4 quartos ,1.706.000
1281, Jardim Santa Clara - Taubaté/SP - Taubaté - São Paulo , 400 m² construídos | 5 quartos ,6.500
1282, Rua Geraldo de Gasperi - Valinhos - São Paulo , 528 m² construídos | 4 quartos ,1.950.000
1283, Rua Variante Americo Pedro Benedetti - Pinhalzinho - São Paulo , 150 m² construídos | 2 quartos ,285.000
1284, Jardim Do Lago - Jundiaí - São Paulo , 205 m² construídos | 3 quartos ,600.000
1285, Avenida Yojiro Takaoka - Alphaville - Santana de Parnaíba - São Paulo , 820 m² construídos | 5 quartos ,18.000
1286, Zona Rural 0000 - Itaverava - Minas Gerais , 10000 m² construídos | 4 quartos ,399.000
1287, Rua Lupércio de Miranda - Campestre - Santo André - São Paulo , 174 m² construídos | 3 quartos ,1.000.000
1288, Rua Horácio Soares de Oliveira - Chácara Malota - Jundiaí - São Paulo , 365 m² construídos | 4 quartos ,1.790.000
1289, Rua Paul Harris - Canela - Rio Grande do Sul , 112 m² construídos | 2 quartos ,650.000
1290, Avenida Central Ewerton Xavier - Itaipu - Niterói - Rio de Janeiro , 137 m² construídos | 2 quartos ,550.000
1291, Alameda Tocai - Tamboré - Barueri - São Paulo , 575 m² construídos | 4 quartos ,6.900.000
1292, Alameda Terras Altas - Tamboré - Santana de Parnaíba - São Paulo , 515 m² construídos | 4 quartos ,3.300.000
1293, 2386- LINDA CASA SOBREPOSTA COM CHURRASQUEIRA!!!! 1 - Balneário Itaoca - Mongaguá - São Paulo , 140 m² construídos | 4 quartos ,180.000
1294, Ingleses do Rio Vermelho - Florianópolis - Santa Catarina , 240 m² construídos | 5 quartos ,450.000
1295, Vila Tupi - Itanhaém 00 - Vila Tupi - Itanhaém - São Paulo , 76 m² construídos | 2 quartos ,85.000
1296, Jardim Três Marias - São Paulo Zona Leste - São Paulo , 140 m² construídos | 3 quartos ,450.000
1297, Rua Cesário Vendramini - Adalgisa - Osasco - São Paulo , 203 m² construídos | 3 quartos ,829.000
1298, Búzios - Rio de Janeiro , 200 m² construídos | 3 quartos ,1.990.000
1299, Juquitiba - São Paulo , 3878 m² totais | 3 quartos ,330.000
1300, Praia Grande - São Paulo , 65 m² totais | 2 quartos ,245.000
1301, Itanhaém - São Paulo , 2 quartos ,255.000
1302, Rodovia João Leme dos Santos - Parque Reserva Fazenda Imperial - Sorocaba - São Paulo , 277 m² construídos | 3 quartos ,1.500.000
1303, COND COCAIS 0 - Piratuba - Ibiúna - São Paulo , 146 m² construídos | 2 quartos ,530.000
1304," Rua Frei Eusebio De Matos Guerra, 501 - Veloso - Osasco - São Paulo ", 154 m² construídos | 3 quartos ,330.000
1305, Vila Curuça - Santo André - São Paulo , 162 m² construídos | 3 quartos ,490.000
1306, Jardim Santo Alberto - Santo André - São Paulo , 60 m² construídos | 2 quartos ,270.000
1307, Jardim America - Jacareí - São Paulo , 236 m² construídos | 4 quartos ,1.050.000
1308, Av. Cel Prates 220 - Centro - Montes Claros - Minas Gerais , 60 m² construídos ,1.392.281.361
1309, Escritório Imobiliário Roberto Lorenzato 115 - Jardim São Luiz - Peruíbe - São Paulo , 99 m² construídos | 2 quartos ,247.000
1310, R Antônio Dario Menezes - Vila Romano - São Paulo Zona Sul - São Paulo , 125 m² construídos | 3 quartos ,798.000
1311, Rua colombia 1968 - Cibratel II - Itanhaém - São Paulo , 250 m² construídos | 4 quartos ,270.000
1312, 3018- EXCELENTE CASA LADO PRAIA EM MONGAGUÁ 1 - Itaoca - Mongaguá - São Paulo , 92 m² construídos | 2 quartos ,199.000
1313, mario lisboa de carvalho 2 - Vargem Grande - Rio de Janeiro Zona Oeste - Rio de Janeiro , 1350 m² construídos | 7 quartos ,750.000
1314, Escritório Imobiliário Roberto Lorenzato 115 - Jardim Ribamar - Peruíbe - São Paulo , 168 m² construídos | 3 quartos ,440.000
1315, Rua Paiquere - Jardim Paiquerê - Valinhos - São Paulo , 330 m² construídos | 3 quartos ,1.494.000
1316, Mairiporã - São Paulo , 250 m² construídos | 3 quartos ,650.000
1317, Rua Elias José Cavalcanti - Jardim Ermida I - Jundiaí - São Paulo , 120 m² construídos | 3 quartos ,825.000
1318, Meinacos 203 - Vila Tupi - Praia Grande - São Paulo , 97 m² construídos | 2 quartos ,275.000
1319, Portal dos Ipês 0 - Portal Dos Ipês - Cajamar - São Paulo , 237 m² construídos | 3 quartos ,1.000.000
1320, RUA LUCIO CARDOSO - Jundiaí - São Paulo , 300 m² construídos | 3 quartos ,550.000
1321, rua Jose Galdino dos Santos 40 - Jardim Rio Da Praia - Bertioga - São Paulo , 70 m² construídos | 2 quartos ,150
1322, Peruíbe - São Paulo , 78 m² construídos | 2 quartos ,180.000
1323, Búzios - Rio de Janeiro , 235 m² construídos | 5 quartos ,2.600.000
1324, Jardim Maia - Guarulhos - São Paulo , 250 m² construídos | 3 quartos ,1.000.000
1325, Jardim Vila Formosa - São Paulo Zona Leste - São Paulo , 80 m² construídos | 2 quartos ,510.000
1326, Av Albert Sabin 182 - Jardim Regina - Itanhaém - São Paulo , 172 m² construídos | 2 quartos ,250.000
1327, Alameda Terras Altas - Tamboré - Santana de Parnaíba - São Paulo , 479 m² construídos | 4 quartos ,3.700.000
1328, Búzios - Rio de Janeiro , 165 m² construídos | 4 quartos ,1.300.000
1329, Juquitiba - São Paulo , 5000 m² totais | 3 quartos ,350.000
1330, Rua Itapura SN - Jardim Tereza Maria - Itapecerica da Serra - São Paulo , 300 m² construídos | 3 quartos ,790.000
1331, Rudge Ramos - São Bernardo do Campo - São Paulo , 160 m² construídos | 3 quartos ,510.000
1332, Alameda Terras Altas - Tamboré - Santana de Parnaíba - São Paulo , 460 m² construídos | 4 quartos ,4.028.000
1333, Rua São Vicente de Minas - Jardim Matarazzo - São Paulo Zona Leste - São Paulo , 95 m² construídos | 2 quartos ,360.000
1334, R Nazaré Rezek Farah - Vila Santa Catarina - São Paulo Zona Sul - São Paulo , 160 m² construídos | 3 quartos ,600.000
1335, R Nabuco de Araújo - Vila Mariza Mazzei - São Paulo Zona Norte - São Paulo , 42 m² construídos | 2 quartos ,297.000
1336, Ingleses do Rio Vermelho - Florianópolis - Santa Catarina , 140 m² construídos | 3 quartos ,1.000.000
1337, Rua Domingos de Santa Maria - São Paulo Zona Sul - São Paulo , 127 m² construídos | 3 quartos ,780.000
